CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Date,Time,PoluutionLevel
0.244,0.644117647,0,0.298,0.572267389,0.227,0.208348863,0.182,0.68036036,0.491478399,0.439,0.793,0.709,10/11/2004,07.00.00,1
0.294,0.65,0,0.385,0.639566396,0.247,0.185985837,0.2,0.71027027,0.552913199,0.453,0.751,0.698,10/11/2004,08.00.00,1
0.387,0.717647059,0,0.402,0.652213189,0.382,0.177040626,0.25,0.738378378,0.644074514,0.442,0.777,0.701,10/11/2004,09.00.00,2
0.286,0.643627451,0,0.268,0.547877145,0.362,0.210212449,0.259,0.644684685,0.538644471,0.43,0.828,0.726,10/11/2004,10.00.00,2
0.193,0.589215686,0,0.193,0.477868112,0.281,0.241147969,0.241,0.584864865,0.456599287,0.448,0.785,0.72,10/11/2004,11.00.00,2
0.227,0.600490196,0,0.239,0.521680217,0.256,0.226239284,0.268,0.626306306,0.459373761,0.473,0.722,0.708,10/11/2004,12.00.00,1
0.261,0.616176471,0,0.287,0.563685637,0.249,0.207603429,0.256,0.661981982,0.467300832,0.453,0.76,0.71,10/11/2004,13.00.00,1
0.269,0.623039216,0,0.27,0.54968383,0.3,0.210957883,0.265,0.652252252,0.486325803,0.453,0.777,0.72,10/11/2004,14.00.00,2
0.21,0.577941176,0,0.221,0.505871725,0.238,0.236302646,0.285,0.600720721,0.44351962,0.491,0.649,0.67,10/11/2004,15.00.00,1
0.286,0.626470588,0,0.287,0.563685637,0.254,0.21393962,0.291,0.653693694,0.492667459,0.52,0.586,0.656,10/11/2004,16.00.00,1
0.403,0.703431373,0,0.392,0.645438121,0.324,0.185985837,0.321,0.746666667,0.57431629,0.487,0.666,0.678,10/11/2004,17.00.00,2
0.378,0.65,0,0.349,0.612466125,0.303,0.195676482,0.279,0.708468468,0.556876734,0.466,0.692,0.668,10/11/2004,18.00.00,2
0.336,0.649019608,0,0.336,0.60298103,0.262,0.200149087,0.235,0.691891892,0.572334522,0.446,0.724,0.659,10/11/2004,19.00.00,1
0.269,0.591176471,0,0.254,0.535230352,0.254,0.220648528,0.224,0.630990991,0.549346017,0.442,0.734,0.662,10/11/2004,20.00.00,1
0.16,0.515686275,0,0.162,0.445799458,0.151,0.260901975,0.182,0.560720721,0.436781609,0.448,0.714,0.658,10/11/2004,21.00.00,0
0.16,0.518137255,0,0.14,0.421860885,0.139,0.276928811,0.168,0.54954955,0.412604043,0.426,0.745,0.646,10/11/2004,22.00.00,0
0.109,0.466666667,0,0.102,0.376242096,0.097,0.315318673,0.168,0.497657658,0.349187475,0.422,0.687,0.584,10/11/2004,23.00.00,0
0.092,0.446568627,0,0.08,0.34733514,0.076,0.342527022,0.159,0.482882883,0.313515656,0.424,0.684,0.588,10/12/2004,00.00.00,0
0.084,0.440196078,0,0.072,0.335140018,0.063,0.341036154,0.147,0.484684685,0.315497424,0.406,0.735,0.602,10/12/2004,01.00.00,0
0.042,0.396568627,0,0.033,0.267841012,0.039,0.4226612,0.129,0.46018018,0.256440745,0.41,0.734,0.606,10/12/2004,02.00.00,0
0.05,0.403431373,0,0.038,0.278229449,0,0.399552739,0,0.468468468,0.28378914,0.41,0.754,0.625,10/12/2004,03.00.00,0
0.042,0.399019608,0,0.05,0.300813008,0.038,0.383525904,0.1,0.472432432,0.284978201,0.399,0.761,0.613,10/12/2004,04.00.00,0
0.067,0.420098039,0,0.061,0.318428184,0.071,0.3660082,0.129,0.472792793,0.29052715,0.379,0.752,0.572,10/12/2004,05.00.00,0
0.101,0.458333333,0,0.094,0.365853659,0.164,0.328363772,0.218,0.488648649,0.330955212,0.399,0.683,0.55,10/12/2004,06.00.00,0
0.227,0.568137255,0,0.217,0.501355014,0.333,0.250093179,0.297,0.594594595,0.433610781,0.395,0.685,0.545,10/12/2004,07.00.00,2
0.252,0.540196078,0,0.232,0.51535682,0.294,0.241520686,0.303,0.574414414,0.441537852,0.401,0.652,0.527,10/12/2004,08.00.00,2
0,0.479901961,0,0.132,0.414182475,0,0.296310101,0,0.503783784,0.357907253,0.406,0.636,0.522,10/12/2004,09.00.00,0
0,0.489215686,0,0.141,0.425022584,0,0.29258293,0,0.51963964,0.362267142,0.408,0.63,0.518,10/12/2004,10.00.00,0
0,0.471568627,0,0.13,0.411472448,0,0.295564666,0,0.497297297,0.345620293,0.442,0.554,0.5,10/12/2004,11.00.00,0
0,0.482843137,0,0.149,0.432249322,0,0.288110324,0,0.513873874,0.340864051,0.466,0.516,0.499,10/12/2004,12.00.00,0
0,0.51127451,0,0.19,0.475609756,0,0.263510995,0,0.545585586,0.380103052,0.46,0.519,0.493,10/12/2004,13.00.00,0
0,0.455392157,0,0.116,0.395212285,0,0.307864331,0,0.491891892,0.322631788,0.424,0.57,0.49,10/12/2004,14.00.00,0
0,0.46372549,0,0.126,0.405600723,0,0.30413716,0,0.496216216,0.327784384,0.413,0.582,0.485,10/12/2004,15.00.00,0
0,0.468137255,0,0.124,0.403794038,0,0.304882594,0,0.492252252,0.318668252,0.401,0.593,0.48,10/12/2004,16.00.00,0
0,0.492156863,0,0.171,0.457091238,0,0.272083489,0,0.526126126,0.359096314,0.383,0.611,0.471,10/12/2004,17.00.00,0
0,0.508333333,0,0.19,0.475609756,0,0.263883712,0,0.533333333,0.379706698,0.37,0.634,0.469,10/12/2004,18.00.00,0
0,0.52254902,0,0.231,0.514905149,0,0.249720462,0,0.568288288,0.409036861,0.374,0.61,0.458,10/12/2004,19.00.00,0
0,0.43627451,0,0.094,0.367208672,0,0.334699963,0,0.459099099,0.305984939,0.345,0.651,0.449,10/12/2004,20.00.00,0
0,0.413235294,0,0.068,0.329268293,0,0.368989937,0,0.439279279,0.244946492,0.348,0.644,0.447,10/12/2004,21.00.00,0
0,0.408823529,0,0.064,0.323396567,0,0.371598956,0,0.434234234,0.243361078,0.35,0.63,0.442,10/12/2004,22.00.00,0
0,0.396568627,0,0.049,0.29765131,0,0.400298174,0,0.418378378,0.217994451,0.332,0.658,0.438,10/12/2004,23.00.00,0
0,0.385294118,0,0.035,0.27100271,0,0.433842713,0,0.407927928,0.202536663,0.332,0.653,0.433,10/13/2004,00.00.00,0
0,0.366176471,0,0.024,0.245257453,0,0.475587029,0,0.396396396,0.185889814,0.327,0.649,0.427,10/13/2004,01.00.00,0
0,0.354411765,0,0.014,0.219060524,0,0.528885576,0,0.383783784,0.168450258,0.327,0.644,0.423,10/13/2004,02.00.00,0
0,0.345098039,0,0.008,0.200542005,0,0.580693254,0,0.378378378,0.156163298,0.323,0.649,0.422,10/13/2004,03.00.00,0
0,0.34754902,0,0.009,0.202800361,0,0.592620201,0,0.38018018,0.155370591,0.325,0.647,0.422,10/13/2004,04.00.00,0
0,0.355882353,0,0.011,0.210478771,0,0.553484905,0,0.384144144,0.161712247,0.321,0.658,0.426,10/13/2004,05.00.00,0
0,0.391176471,0,0.035,0.270551039,0,0.449124115,0,0.411171171,0.204914784,0.33,0.647,0.429,10/13/2004,06.00.00,0
0,0.453431373,0,0.091,0.361336947,0,0.338427134,0,0.458378378,0.297265161,0.321,0.655,0.421,10/13/2004,07.00.00,0
0,0.444117647,0,0.093,0.365401987,0,0.327245621,0,0.458378378,0.311930242,0.314,0.657,0.416,10/13/2004,08.00.00,0
0.126,0.439215686,0,0.093,0.365401987,0.193,0.328736489,0.229,0.452972973,0.312326595,0.345,0.6,0.415,10/13/2004,09.00.00,1
0.101,0.432352941,0,0.083,0.350496838,0.19,0.347372344,0.212,0.44036036,0.301228696,0.37,0.563,0.416,10/13/2004,10.00.00,1
0,0.464705882,0,0.108,0.385275519,0,0.320163996,0,0.462342342,0.332540626,0.39,0.537,0.421,10/13/2004,11.00.00,0
0,0.463235294,0,0.121,0.400180668,0,0.304882594,0,0.470990991,0.327784384,0.404,0.52,0.421,10/13/2004,12.00.00,0
0,0.461764706,0,0.115,0.393405601,0,0.310100634,0,0.473513514,0.303210464,0.401,0.524,0.424,10/13/2004,13.00.00,0
0,0.462254902,0,0.113,0.390243902,0,0.309727917,0,0.467387387,0.322631788,0.39,0.545,0.428,10/13/2004,14.00.00,0
0,0.438235294,0,0.094,0.365853659,0,0.33246366,0,0.453333333,0.292112564,0.359,0.593,0.425,10/13/2004,15.00.00,0
0,0.482352941,0,0.13,0.411020777,0,0.296310101,0,0.485765766,0.346809354,0.343,0.662,0.455,10/13/2004,16.00.00,0
0,0.511764706,0,0.176,0.461607949,0,0.27059262,0,0.523963964,0.389615537,0.341,0.63,0.429,10/13/2004,17.00.00,0
0,0.480882353,0,0.159,0.443992773,0,0.282892285,0,0.493693694,0.373365042,0.332,0.635,0.424,10/13/2004,18.00.00,0
0,0.500490196,0,0.166,0.452122855,0,0.272456206,0,0.50990991,0.384859294,0.33,0.652,0.432,10/13/2004,19.00.00,0
0,0.462254902,0,0.113,0.391598916,0,0.310846068,0,0.473513514,0.353151011,0.332,0.646,0.43,10/13/2004,20.00.00,0
0,0.423039216,0,0.069,0.330623306,0,0.361535594,0,0.434954955,0.286959968,0.334,0.644,0.429,10/13/2004,21.00.00,0
0,0.415196078,0,0.06,0.315266486,0,0.37756243,0,0.423063063,0.284978201,0.341,0.626,0.427,10/13/2004,22.00.00,0
0,0.421078431,0,0.06,0.315266486,0,0.378307864,0,0.428468468,0.279429251,0.343,0.625,0.429,10/13/2004,23.00.00,0
0,0.422058824,0,0.063,0.321589883,0,0.374207976,0,0.431351351,0.284581847,0.339,0.641,0.433,10/14/2004,00.00.00,0
0,0.385294118,0,0.035,0.271906052,0,0.427133805,0,0.404684685,0.231470472,0.336,0.636,0.428,10/14/2004,01.00.00,0
0,0.362745098,0,0.017,0.228545619,0,0.496831905,0,0.387027027,0.185889814,0.334,0.636,0.424,10/14/2004,02.00.00,0
0,0.357843137,0,0.013,0.218157182,0,0.534476332,0,0.383783784,0.173602854,0.341,0.617,0.421,10/14/2004,03.00.00,0
0,0.356862745,0,0.013,0.214543812,0,0.535221767,0,0.382342342,0.171224732,0.339,0.625,0.423,10/14/2004,04.00.00,0
0,0.370098039,0,0.019,0.233514002,0,0.493850168,0,0.393153153,0.193024178,0.334,0.64,0.428,10/14/2004,05.00.00,0
0,0.418627451,0,0.05,0.299457995,0,0.402534476,0,0.428468468,0.259611574,0.341,0.63,0.43,10/14/2004,06.00.00,0
0,0.528921569,0,0.16,0.444896116,0,0.282519568,0,0.527927928,0.399920729,0.343,0.635,0.434,10/14/2004,07.00.00,0
0,0.537745098,0,0.214,0.498193315,0,0.245620574,0,0.547747748,0.441141498,0.35,0.625,0.436,10/14/2004,08.00.00,0
0,0.501960784,0,0.155,0.440831075,0,0.278419679,0,0.499459459,0.408244154,0.365,0.601,0.44,10/14/2004,09.00.00,0
0,0.485294118,0,0.143,0.425474255,0,0.289228476,0,0.48972973,0.390804598,0.457,0.476,0.446,10/14/2004,10.00.00,0
0,0.496568627,0,0.126,0.406955736,0,0.293701081,0,0.493333333,0.386444709,0.491,0.444,0.459,10/14/2004,11.00.00,0
0,0.515196078,0,0.152,0.437217706,0,0.278046962,0,0.51963964,0.390011891,0.482,0.464,0.466,10/14/2004,12.00.00,0
0,0.515686275,0,0.152,0.436314363,0,0.27059262,0,0.521081081,0.389219184,0.498,0.467,0.492,10/14/2004,13.00.00,0
0,0.559313725,0,0.188,0.473803071,0,0.251584048,0,0.551351351,0.442726912,0.471,0.528,0.516,10/14/2004,14.00.00,0
0,0.553921569,0,0.177,0.462511292,0,0.253074916,0,0.553873874,0.466508125,0.491,0.506,0.522,10/14/2004,15.00.00,0
0,0.53872549,0,0.163,0.448509485,0,0.265001864,0,0.543063063,0.447483155,0.482,0.526,0.531,10/14/2004,16.00.00,0
0,0.579411765,0,0.195,0.480578139,0,0.243384271,0,0.582342342,0.482362267,0.442,0.638,0.574,10/14/2004,17.00.00,0
0,0.593627451,0,0.229,0.512646793,0,0.229221021,0,0.606126126,0.489100277,0.422,0.685,0.584,10/14/2004,18.00.00,0
0,0.656862745,0,0.33,0.598012647,0,0.200149087,0,0.687207207,0.559651209,0.433,0.672,0.592,10/14/2004,19.00.00,0
0,0.636764706,0,0.281,0.558717254,0,0.206112561,0,0.65009009,0.535077289,0.395,0.78,0.619,10/14/2004,20.00.00,0
0,0.512745098,0,0.115,0.393857272,0,0.286619456,0,0.532972973,0.383670234,0.368,0.869,0.638,10/14/2004,21.00.00,0
0,0.465196078,0,0.075,0.340560072,0,0.329481923,0,0.501981982,0.300832342,0.372,0.871,0.649,10/14/2004,22.00.00,0
0,0.473529412,0,0.075,0.341463415,0,0.338427134,0,0.491171171,0.293697979,0.357,0.88,0.629,10/14/2004,23.00.00,0
0,0.520588235,0,0.121,0.40063234,0,0.286992173,0,0.530810811,0.343242172,0.339,0.928,0.628,10/15/2004,00.00.00,0
0,0.457843137,0,0.068,0.329719964,0,0.3376817,0,0.484684685,0.300039635,0.332,0.945,0.628,10/15/2004,01.00.00,0
0,0.42254902,0,0.047,0.293134598,0,0.389862095,0,0.464504505,0.267538644,0.323,0.954,0.618,10/15/2004,02.00.00,0
0,0.403431373,0,0.033,0.266485998,0,0.419306746,0,0.447207207,0.247324614,0.354,0.875,0.618,10/15/2004,03.00.00,0
0,0.41127451,0,0.036,0.272809395,0,0.408870667,0,0.453693694,0.239793896,0.341,0.895,0.61,10/15/2004,04.00.00,0
0,0.430882353,0,0.055,0.307588076,0,0.369735371,0,0.472792793,0.278636544,0.332,0.923,0.616,10/15/2004,05.00.00,0
0,0.536764706,0,0.157,0.441282746,0,0.270219903,0,0.562882883,0.39556084,0.327,0.935,0.615,10/15/2004,06.00.00,0
0,0.666176471,0,0.322,0.592140921,0,0.202758107,0,0.676756757,0.519619501,0.332,0.906,0.602,10/15/2004,07.00.00,0
0,0.66372549,0,0.349,0.613369467,0,0.193440179,0,0.69981982,0.556084027,0.35,0.869,0.606,10/15/2004,08.00.00,0
0,0.696078431,0,0.378,0.634598013,0,0.186731271,0,0.699459459,0.62346413,0.388,0.799,0.622,10/15/2004,09.00.00,0
0,0.620098039,0,0.273,0.551490515,0,0.215430488,0,0.634234234,0.536662703,0.498,0.578,0.607,10/15/2004,10.00.00,0
0,0.561764706,0,0.223,0.506775068,0,0.238166232,0,0.597837838,0.448275862,0.547,0.495,0.591,10/15/2004,11.00.00,0
0,0.56372549,0,0.235,0.51897019,0,0.231084607,0,0.603963964,0.441141498,0.509,0.537,0.582,10/15/2004,12.00.00,0
0,0.628431373,0,0.287,0.563233966,0,0.20872158,0,0.670630631,0.498612763,0.46,0.693,0.658,10/15/2004,13.00.00,0
0,0.523039216,0,0.204,0.490063234,0,0.254938502,0,0.557837838,0.390408244,0.522,0.455,0.512,10/15/2004,14.00.00,0
0,0.580882353,0,0.284,0.561427281,0,0.224748416,0,0.608648649,0.474435196,0.52,0.45,0.501,10/15/2004,15.00.00,0
0,0.643137255,0,0.363,0.623757904,0,0.201267238,0,0.677837838,0.555687673,0.482,0.502,0.506,10/15/2004,16.00.00,0
0,0.646568627,0,0.391,0.644083107,0,0.189713008,0,0.698378378,0.590963139,0.469,0.547,0.532,10/15/2004,17.00.00,0
0,0.615196078,0,0.341,0.606142728,0,0.200894521,0,0.675675676,0.553309552,0.444,0.599,0.545,10/15/2004,18.00.00,0
0,0.550490196,0,0.221,0.505420054,0,0.241520686,0,0.574054054,0.47483155,0.451,0.604,0.559,10/15/2004,19.00.00,0
0,0.551960784,0,0.187,0.471996387,0,0.256802087,0,0.548828829,0.462148236,0.439,0.631,0.566,10/15/2004,20.00.00,0
0,0.452941176,0,0.08,0.345980126,0,0.336190831,0,0.489009009,0.298057868,0.417,0.681,0.575,10/15/2004,21.00.00,0
0,0.481372549,0,0.107,0.383468835,0,0.317927693,0,0.500900901,0.284185493,0.325,0.883,0.577,10/15/2004,22.00.00,0
0,0.458823529,0,0.075,0.341463415,0,0.349981364,0,0.472432432,0.274673008,0.365,0.795,0.579,10/15/2004,23.00.00,0
0,0.524019608,0,0.113,0.390695574,0,0.307491614,0,0.502342342,0.323424495,0.316,0.945,0.603,10/16/2004,00.00.00,0
0,0.474019608,0,0.085,0.354561879,0,0.327618338,0,0.477837838,0.303606817,0.325,0.917,0.601,10/16/2004,01.00.00,0
0,0.425980392,0,0.047,0.293134598,0,0.385016772,0,0.45009009,0.250099088,0.33,0.91,0.601,10/16/2004,02.00.00,0
0,0.449019608,0,0.058,0.312556459,0,0.367499068,0,0.463783784,0.270709473,0.325,0.926,0.605,10/16/2004,03.00.00,0
0,0.434313725,0,0.057,0.309846432,0,0.361535594,0,0.460540541,0.25921522,0.336,0.884,0.597,10/16/2004,04.00.00,0
0,0.453921569,0,0.074,0.337398374,0,0.336190831,0,0.477477477,0.300832342,0.325,0.908,0.593,10/16/2004,05.00.00,0
0,0.475980392,0,0.108,0.384372177,0,0.301155423,0,0.500540541,0.347205707,0.327,0.891,0.586,10/16/2004,06.00.00,0
0,0.504411765,0,0.121,0.400180668,0,0.300782706,0,0.521081081,0.367023385,0.336,0.843,0.568,10/16/2004,07.00.00,0
0,0.550980392,0,0.192,0.477416441,0,0.248602311,0,0.565405405,0.43242172,0.357,0.794,0.567,10/16/2004,08.00.00,0
0,0.521078431,0,0.151,0.435411021,0,0.271710772,0,0.523963964,0.414189457,0.39,0.702,0.55,10/16/2004,09.00.00,0
0,0.503921569,0,0.151,0.434056007,0,0.281774133,0,0.509189189,0.367816092,0.478,0.484,0.481,10/16/2004,10.00.00,0
0,0.462745098,0,0.13,0.411020777,0,0.308609765,0,0.483603604,0.307966706,0.493,0.439,0.455,10/16/2004,11.00.00,0
0,0.44754902,0,0.11,0.387082204,0,0.33246366,0,0.459459459,0.25366627,0.455,0.466,0.437,10/16/2004,12.00.00,0
0,0.473529412,0,0.129,0.409214092,0,0.305255311,0,0.487927928,0.293697979,0.453,0.514,0.478,10/16/2004,13.00.00,0
0,0.408333333,0,0.071,0.332881662,0,0.380544167,0,0.418738739,0.191438763,0.466,0.422,0.408,10/16/2004,14.00.00,0
0,0.436764706,0,0.086,0.356368564,0,0.357808423,0,0.444684685,0.206896552,0.484,0.405,0.411,10/16/2004,15.00.00,0
0,0.487745098,0,0.137,0.418699187,0,0.307491614,0,0.475675676,0.284581847,0.493,0.402,0.418,10/16/2004,16.00.00,0
0,0.508823529,0,0.137,0.419602529,0,0.30413716,0,0.48,0.316290131,0.446,0.474,0.433,10/16/2004,17.00.00,0
0,0.561764706,0,0.22,0.504968383,0,0.25903839,0,0.552792793,0.465319065,0.43,0.522,0.455,10/16/2004,18.00.00,0
0,0.519117647,0,0.149,0.432700994,0,0.293328364,0,0.510630631,0.353151011,0.401,0.641,0.518,10/16/2004,19.00.00,0
0,0.522058824,0,0.124,0.403342367,0,0.305255311,0,0.503423423,0.316686484,0.33,0.851,0.563,10/16/2004,20.00.00,0
0,0.496568627,0,0.097,0.371273713,0,0.318673127,0,0.496216216,0.338882283,0.339,0.89,0.601,10/16/2004,21.00.00,0
0,0.461764706,0,0.063,0.321589883,0,0.364890048,0,0.46954955,0.290923504,0.386,0.752,0.582,10/16/2004,22.00.00,0
0,0.453431373,0,0.069,0.33197832,0,0.357808423,0,0.462702703,0.273880301,0.345,0.825,0.572,10/16/2004,23.00.00,0
0,0.426960784,0,0.041,0.283649503,0,0.416697726,0,0.442522523,0.220768926,0.37,0.772,0.571,10/17/2004,00.00.00,0
0,0.423529412,0,0.042,0.285907859,0,0.408870667,0,0.453693694,0.207292905,0.368,0.793,0.584,10/17/2004,01.00.00,0
0,0.455392157,0,0.06,0.315266486,0,0.369362654,0,0.470990991,0.241775664,0.345,0.88,0.608,10/17/2004,02.00.00,0
0,0.447058824,0,0.057,0.311653117,0,0.366753634,0,0.471711712,0.227506936,0.354,0.851,0.602,10/17/2004,03.00.00,0
0,0.400490196,0,0.035,0.271906052,0,0.417443161,0,0.442162162,0.186286167,0.359,0.784,0.563,10/17/2004,04.00.00,0
0,0.385294118,0,0.027,0.25203252,0,0.45359672,0,0.424864865,0.17201744,0.336,0.8,0.539,10/17/2004,05.00.00,0
0,0.405392157,0,0.033,0.268744354,0,0.450242266,0,0.437477477,0.200951249,0.312,0.848,0.532,10/17/2004,06.00.00,0
0,0.386764706,0,0.036,0.272809395,0,0.440178904,0,0.421981982,0.185097107,0.357,0.7,0.498,10/17/2004,07.00.00,0
0,0.428921569,0,0.075,0.340560072,0,0.358181141,0,0.467027027,0.234244946,0.357,0.688,0.489,10/17/2004,08.00.00,0
0,0.470098039,0,0.088,0.357723577,0,0.340290719,0,0.473873874,0.284185493,0.383,0.662,0.508,10/17/2004,09.00.00,0
0,0.475,0,0.107,0.383920506,0,0.315318673,0,0.486846847,0.306777646,0.43,0.585,0.511,10/17/2004,10.00.00,0
0,0.464215686,0,0.097,0.370822042,0,0.335445397,0,0.469189189,0.276258423,0.482,0.48,0.484,10/17/2004,11.00.00,0
0,0.470588235,0,0.107,0.383017164,0,0.322773015,0,0.47027027,0.277843837,0.484,0.45,0.455,10/17/2004,12.00.00,0
0,0.498529412,0,0.174,0.460704607,0,0.277301528,0,0.532612613,0.298057868,0.484,0.455,0.462,10/17/2004,13.00.00,0
0,0.479901961,0,0.192,0.477416441,0,0.261274693,0,0.530810811,0.301228696,0.493,0.421,0.438,10/17/2004,14.00.00,0
0,0.413235294,0,0.074,0.337850045,0,0.372344391,0,0.424864865,0.200158541,0.496,0.397,0.415,10/17/2004,15.00.00,0
0,0.429901961,0,0.08,0.34733514,0,0.358553858,0,0.436756757,0.209671027,0.502,0.406,0.431,10/17/2004,16.00.00,0
0,0.516176471,0,0.199,0.484191509,0,0.27320164,0,0.538738739,0.329766151,0.469,0.454,0.442,10/17/2004,17.00.00,0
0,0.513235294,0,0.182,0.468383017,0,0.279165114,0,0.514954955,0.358303607,0.444,0.468,0.425,10/17/2004,18.00.00,0
0,0.541666667,0,0.199,0.485094851,0,0.265374581,0,0.525045045,0.416171225,0.408,0.519,0.428,10/17/2004,19.00.00,0
0,0.494117647,0,0.152,0.437217706,0,0.291837495,0,0.485765766,0.396353547,0.388,0.567,0.441,10/17/2004,20.00.00,0
0,0.477941176,0,0.122,0.402439024,0,0.303391726,0,0.49045045,0.361078082,0.354,0.649,0.46,10/17/2004,21.00.00,0
0,0.467647059,0,0.107,0.383920506,0,0.31308237,0,0.476036036,0.340071344,0.348,0.673,0.467,10/17/2004,22.00.00,0
0,0.483823529,0,0.127,0.40831075,0,0.301155423,0,0.484324324,0.357907253,0.348,0.683,0.474,10/17/2004,23.00.00,0
0,0.431372549,0,0.085,0.354110208,0,0.343645173,0,0.451171171,0.30955212,0.354,0.675,0.479,10/18/2004,00.00.00,0
0,0.419607843,0,0.069,0.330623306,0,0.368244502,0,0.449369369,0.282996433,0.332,0.725,0.481,10/18/2004,01.00.00,0
0,0.38627451,0,0.038,0.277326107,0,0.415952292,0,0.424144144,0.247720967,0.332,0.729,0.484,10/18/2004,02.00.00,0
0,0.37254902,0,0.025,0.250677507,0,0.456951174,0,0.417297297,0.225128815,0.309,0.762,0.474,10/18/2004,03.00.00,0
0,0.380882353,0,0.028,0.257452575,0,0.443906075,0,0.420540541,0.244153785,0.325,0.733,0.478,10/18/2004,04.00.00,0
0,0.404411765,0,0.049,0.298554652,0,0.400298174,0,0.434954955,0.281411019,0.314,0.76,0.48,10/18/2004,05.00.00,0
0,0.495588235,0,0.144,0.427732611,0,0.282892285,0,0.513513514,0.377724931,0.283,0.83,0.48,10/18/2004,06.00.00,0
0,0.606372549,0,0.327,0.595754291,0,0.214685054,0,0.627387387,0.503765359,0.298,0.794,0.48,10/18/2004,07.00.00,0
0,0.63627451,0,0.421,0.665311653,0,0.191576593,0,0.678918919,0.573523583,0.323,0.742,0.483,10/18/2004,08.00.00,0
0,0.565196078,0,0.278,0.555555556,0,0.229593738,0,0.563963964,0.513674197,0.377,0.652,0.491,10/18/2004,09.00.00,0
0,0.539705882,0,0.223,0.50767841,0,0.240775252,0,0.548108108,0.482362267,0.442,0.556,0.502,10/18/2004,10.00.00,0
0,0.595588235,0,0.264,0.543360434,0,0.223257548,0,0.59963964,0.531510107,0.473,0.532,0.523,10/18/2004,11.00.00,0
0,0.570098039,0,0.251,0.532520325,0,0.226612001,0,0.591351351,0.467697186,0.498,0.487,0.512,10/18/2004,12.00.00,0
0,0.629901961,0,0.312,0.58401084,0,0.204621692,0,0.647567568,0.541022592,0.48,0.532,0.535,10/18/2004,13.00.00,0
0,0.631372549,0,0.29,0.565943993,0,0.200149087,0,0.635315315,0.558858502,0.446,0.625,0.569,10/18/2004,14.00.00,0
0,0.667647059,0,0.336,0.602529359,0,0.190831159,0,0.670990991,0.606024574,0.455,0.609,0.571,10/18/2004,15.00.00,0
0,0.68872549,0,0.358,0.619692864,0,0.185240403,0,0.678558559,0.62346413,0.448,0.637,0.585,10/18/2004,16.00.00,0
0,0.789215686,0,0.573,0.766485998,0,0.151695863,0,0.824144144,0.717399921,0.442,0.652,0.589,10/18/2004,17.00.00,0
0,0.790196078,0,0.609,0.788166215,0,0.148341409,0,0.849369369,0.726912406,0.433,0.665,0.586,10/18/2004,18.00.00,0
0,0.745098039,0,0.507,0.724480578,0,0.162504659,0,0.778738739,0.662703131,0.415,0.68,0.57,10/18/2004,19.00.00,0
0,0.729901961,0,0.46,0.692863595,0,0.165486396,0,0.74954955,0.668252081,0.399,0.747,0.601,10/18/2004,20.00.00,0
0,0.578921569,0,0.223,0.50767841,0,0.222512113,0,0.578738739,0.516052319,0.395,0.743,0.591,10/18/2004,21.00.00,0
0,0.487745098,0,0.126,0.405600723,0,0.283637719,0,0.507747748,0.405469679,0.392,0.716,0.566,10/18/2004,22.00.00,0
0,0.489215686,0,0.116,0.395212285,0,0.290346627,0,0.497297297,0.393182719,0.37,0.758,0.56,10/18/2004,23.00.00,0
0,0.482352941,0,0.113,0.390243902,0,0.293701081,0,0.494054054,0.380499405,0.363,0.779,0.564,10/19/2004,00.00.00,0
0,0.500980392,0,0.126,0.405600723,0,0.278046962,0,0.50954955,0.378517638,0.334,0.842,0.563,10/19/2004,01.00.00,0
0,0.466176471,0,0.102,0.377145438,0,0.293701081,0,0.487927928,0.351565597,0.316,0.865,0.55,10/19/2004,02.00.00,0
0,0.446078431,0,0.082,0.349141825,0,0.313827805,0,0.46954955,0.337296869,0.314,0.864,0.547,10/19/2004,03.00.00,0
0,0.456862745,0,0.088,0.357723577,0,0.304882594,0,0.476756757,0.357907253,0.334,0.832,0.556,10/19/2004,04.00.00,0
0,0.47745098,0,0.11,0.387985547,0,0.287737607,0,0.498378378,0.378121284,0.341,0.824,0.563,10/19/2004,05.00.00,0
0,0.54754902,0,0.181,0.46567299,0,0.249347745,0,0.550630631,0.438763377,0.341,0.828,0.566,10/19/2004,06.00.00,0
0,0.670098039,0,0.341,0.606594399,0,0.192694745,0,0.667387387,0.571541815,0.341,0.842,0.575,10/19/2004,07.00.00,0
0,0.775980392,0,0.595,0.779584463,0,0.150577712,0,0.834594595,0.720570749,0.354,0.808,0.573,10/19/2004,08.00.00,0
0,0.748039216,0,0.473,0.700993677,0,0.164368245,0,0.747387387,0.714229092,0.372,0.771,0.575,10/19/2004,09.00.00,0
